title,label,label_encoder,cleaned_text 
"Obamacare Is Back At The Supreme Court, And These 6 Lives Hang In The Balance",REAL,1,obamacare back supreme court live hang balance
4 Things The New Hampshire Primary Will Tell Us,REAL,1,things new hampshire primary tell
The Latest ABC/WaPo Poll Has the Hillary Campaign Sounding the Alarms,FAKE,0,latest abc wapo poll hillary campaign sound alarm
"32,000 emails recovered in IRS targeting probe amid allegations agency chief may have lied",REAL,1,000 email recover irs target probe amid allegations agency chief may lie
Banana Republic Election in the United States?,FAKE,0,banana republic election unite state
TIME MAGAZINE Reaches NEW LOW: It’s “Sexist” To Investigate Hillary Clinton!”,FAKE,0,time magazine reach new low sexist investigate hillary clinton
"If Donald Trump Wins The Election, It Will Be The Biggest Miracle In US Political History",FAKE,0,donald trump win election biggest miracle political history
"Comment on Creating a National Security State ‘Democracy,’ Or How the American Political System Changed and No One Noticed by James Miller",FAKE,0,comment create national security state democracy american political system change one notice jam miller
Superbug cases spur FDA warning on dirty medical scopes,REAL,1,superbug case spur fda warn dirty medical scopes
PATRIOT Act At 15: Do You Feel Safer?,FAKE,0,patriot act feel safer
The 8th Democratic Debate In 100 Words (And 4 Videos),REAL,1,8th democratic debate 100 word videos
"Rebels Escalate Attacks on Western Aleppo, Killing 12 Civilians",FAKE,0,rebel escalate attack western aleppo kill civilians
Militias prepare for election unrest while Christians fast,FAKE,0,militias prepare election unrest christians fast
Saudi Arabia to behead disabled man for taking part in protests,FAKE,0,saudi arabia behead disable man take part protest
Donald Trump threatens to jail Hillary Clinton in second presidential debate,REAL,1,donald trump threaten jail hillary clinton second presidential debate
Cars That Broke Bad,FAKE,0,cars break bad
“Has science gone too far?”,FAKE,0,science far
Tics and tricks: Here's what Trump and Clinton's body language reveals,REAL,1,tics trick trump clinton body language reveal
Green Party’s Margaret Flowers Challenges US Senate Debate in Maryland as Undemocratic,FAKE,0,green party margaret flower challenge senate debate maryland undemocratic
Obama ISIS war authorization: Request sent to Congress,REAL,1,obama isis war authorization request send congress
Donald Trump's Problems Are Much Deeper Than A Campaign Manager,REAL,1,donald trump problems much deeper campaign manager
Marcus Mumford after Bundy verdict.,FAKE,0,marcus mumford bundy verdict
#2816: Clinton Pride’s 8(a) Pig Farm Bridge – Serco Zulu Server Snuff –Soros's Patented Voter Key,FAKE,0,2816 clinton pride pig farm bridge serco zulu server snuff soros patent voter key
"Obama's Presidential Library Will Be In Chicago, Foundation Announces",REAL,1,obama presidential library chicago foundation announce
Republicans are crossing a dangerous new line: sabotaging US foreign policy,REAL,1,republicans cross dangerous new line sabotage foreign policy
Bully Backs Blowhard for President: Now Christie Likes Trump,REAL,1,bully back blowhard president christie like trump
Adelson's Review-Journal Gives Trump First Major Endorsement,REAL,1,adelson review journal give trump first major endorsement
"Jeb’s Sad, Quixotic South Carolina Slog",REAL,1,jeb sad quixotic south carolina slog
"U.S. strike believed to have killed ‘Jihadi John,’ Islamic State executioner",REAL,1,strike believe kill jihadi john islamic state executioner
Dems File Complaint w/DOJ Against FBI for Investigating Hillary,FAKE,0,dems file complaint doj fbi investigate hillary
Tradesman keeps promise,FAKE,0,tradesman keep promise
"Clinton, Trump and Obama aren't telling American workers the truth. Here it is",REAL,1,clinton trump obama tell american workers truth
"BREAKING : LGBT Group Endorses Trump, Says, “Hillary is Detrimental for Gays” – TruthFeed",FAKE,0,break lgbt group endorse trump say hillary detrimental gays truthfeed
The Political Songs Of Leonard Cohen,FAKE,0,political songs leonard cohen
Alabama Sen. Sessions Backs Trump’s Immigration Platform,REAL,1,alabama sen sessions back trump immigration platform
Gary Johnson’s Post-Debate Reactions,REAL,1,gary johnson post debate reactions
How the Oligarchy Has Prepared the Groundwork for Stealing the Election,FAKE,0,oligarchy prepare groundwork steal election
Reince Priebus is in over his head,REAL,1,reince priebus head
New Leak Exposes Hillary’s Real Plan For Clinton Foundation Foreign Donors,FAKE,0,new leak expose hillary real plan clinton foundation foreign donors
Excruciating choice for GOP leaders: Take a risk on Trump?,REAL,1,excruciate choice gop leaders take risk trump
WIKILEAKS : Hillary Receiving Donations from Radical Muslims in Turkey – TruthFeed,FAKE,0,wikileaks hillary receive donations radical muslims turkey truthfeed
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,REAL,1,identity isis terrorist know jihadi john reportedly reveal
Jeremy Vine already tripping his tits off,FAKE,0,jeremy vine already trip tits
“Homicides Up 55 Percent”–Chicago Stays Vibrant,FAKE,0,homicides percent chicago stay vibrant
Jake Tapper to moderate 's first GOP debate,REAL,1,jake tapper moderate first gop debate
"After tragic shooting, Charleston church reopens with prayer, songs and tears",REAL,1,tragic shoot charleston church reopen prayer songs tear
Acting out of weakness? Why Obama's dangerously wrong about Putin's intentions in Syria,REAL,1,act weakness obama dangerously wrong putin intentions syria
"Black Agenda Radio for Week of Nov. 7, 2016",FAKE,0,black agenda radio week nov 2016
Juror in Oregon militia trial dismissed for bias: judge,FAKE,0,juror oregon militia trial dismiss bias judge
An Angry John Podesta Issues A Statement On “Reopening” Of FBI Probe,FAKE,0,angry john podesta issue statement reopen fbi probe
300 US Marines To Be Deployed To Russian Border In Norway,FAKE,0,300 marines deploy russian border norway
"Jordanian fighter jets strike hard at ISIS, pay tribute to murdered pilot",REAL,1,jordanian fighter jet strike hard isis pay tribute murder pilot
ISIS shoots down Russian helicopter near Palmyra (VIDEO+PHOTOS),FAKE,0,isis shoot russian helicopter near palmyra video photos
The Sad Evolution Of Education Summed Up By One Meme,FAKE,0,sad evolution education sum one meme
Obama Plans to Press Ahead With Guantanamo Bay Closure,REAL,1,obama plan press ahead guantanamo bay closure
German Defense Minister warns Donald Trump to stay away from Russia and commit full to NATO,FAKE,0,german defense minister warn donald trump stay away russia commit full nato
Netanyahu walks back Palestinian state comment,REAL,1,netanyahu walk back palestinian state comment
Trump Votes Are Being Flipped To Clinton,FAKE,0,trump vote flip clinton
Angela Merkel to Visit White House on Feb. 9,REAL,1,angela merkel visit white house feb
Will Nancy Pelosi miss John Boehner? Depends.,REAL,1,nancy pelosi miss john boehner depend
War is eminent,FAKE,0,war eminent
Why Obama Has His Work Cut Out For Him On Getting Trade Votes,REAL,1,obama work cut get trade vote
Women Should Vote With Their Husbands,FAKE,0,women vote husband
"Trump won’t commit to accepting election results, at fiery final debate with Clinton",REAL,1,trump win commit accept election result fiery final debate clinton
What do Americans really think about abortion? The answer may surprise you.,REAL,1,americans really think abortion answer may surprise
"They Said What?!: Find Out What Reba McEntire, Whoopi Goldberg, And Pope Francis Have To Say",FAKE,0,say find reba mcentire whoopi goldberg pope francis say
Was California The Last Weekend At Bernie's House Of Hope?,REAL,1,california last weekend bernie house hope
Media Roll Out Welcome Mat for ‘Humanitarian’ War in Syria,FAKE,0,media roll welcome mat humanitarian war syria
Nuclear weapons: how foreign hotspots could test Trump’s finger on the trigger,FAKE,0,nuclear weapons foreign hotspots could test trump finger trigger
Milestone House Vote Would Take Health Care Away From Millions,REAL,1,milestone house vote would take health care away millions
"China, Russia, The Silk Road, Commodities, Nixon And A Massive Bull Market In Gold & Silver",FAKE,0,china russia silk road commodities nixon massive bull market gold silver
"Yes, Bernie Polls Better Against Trump Than Hillary—but There’s a Catch",REAL,1,yes bernie poll better trump hillary catch
EgyptAir crash: official dismisses claim that remains suggest blast,REAL,1,egyptair crash official dismiss claim remain suggest blast
More anti-Trump action planned after second night of protests across US,REAL,1,anti trump action plan second night protest across
Twitter has been looking into the future: read the best 16 predictions,FAKE,0,twitter look future read best predictions
Powerful Photo Series Challenges Society’s Perception Of The Obese,FAKE,0,powerful photo series challenge society perception obese
"Trump suggests he might have prevented 9/11 attacks, extending feud with Bush",REAL,1,trump suggest might prevent attack extend feud bush
How far can campaigns go to win support from a Republican delegate?,REAL,1,far campaign win support republican delegate
They’re already trying to steal 2016: Inside the GOP voting-rights scheme intended to derail democracy,REAL,1,already try steal 2016 inside gop vote right scheme intend derail democracy
The People Are Laughing at the Liberal Media,FAKE,0,people laugh liberal media
"Cruz eyes insurance via Obamacare, a law he vows to scrap (+video)",REAL,1,cruz eye insurance via obamacare law vow scrap video
"On climate change, ideological and partisan polarization hardens",REAL,1,climate change ideological partisan polarization harden
#DraftOurDaughters: Pro-War Hillary Faces Backlash Over Female Draft,FAKE,0,draftourdaughters pro war hillary face backlash female draft
Neither Bush nor Rubio is placing above 4th in Iowa or New Hampshire,REAL,1,neither bush rubio place 4th iowa new hampshire
From Berkeley to Kent State,FAKE,0,berkeley kent state
High Court Ruling Against Gay Marriage Would Produce 'Chaos',REAL,1,high court rule gay marriage would produce chaos
"Shift in Cuba politics boosts Obama, challenges Rubio",REAL,1,shift cuba politics boost obama challenge rubio
"Giuliani, suggesting Trump may have ‘exaggerated’ in lewd comments, says, ‘talk and action are two different things’",REAL,1,giuliani suggest trump may exaggerate lewd comment say talk action two different things
Twenty Years of a Dictatorial Democracy     : Information,FAKE,0,twenty years dictatorial democracy information
"Decorated ‘Hero’ Cop Caught Using His Authority to Steal $170,000 in State Fees",FAKE,0,decorate hero cop catch use authority steal 170 000 state fee
Cop Caught on His Own Body Camera Stealing Money From Unconscious Crash Victim,FAKE,0,cop catch body camera steal money unconscious crash victim
Scott Walker’s economic mess: How worker wages were gutted in Wisconsin,REAL,1,scott walker economic mess worker wag gutted wisconsin
Clinton Aide Says Future WikiLeaks Releases Are 'Probably Fake',FAKE,0,clinton aide say future wikileaks release probably fake
California slashes water use for upstate farmers,REAL,1,california slash water use upstate farmers
Re: French Political Leader: “France is about to Enter a Holy War with Islam” – “Embrace Christianity… Never Accept the Religion of Satan”,FAKE,0,french political leader france enter holy war islam embrace christianity never accept religion satan
Bernie Sanders is unleashing a plan to make prescription drugs cheaper,REAL,1,bernie sanders unleash plan make prescription drug cheaper
John Podesta’s New Global Order,FAKE,0,john podesta new global order
Hipster dog only likes 80s dog food that you can’t get any more,FAKE,0,hipster dog like 80s dog food get
Press release on Foreign Minister Sergey Lavrov’s meeting with Namibian Deputy Prime Minister and Minister of International Relations and Cooperation Netumbo Nandi-Ndaitwah - Russia News Now,FAKE,0,press release foreign minister sergey lavrov meet namibian deputy prime minister minister international relations cooperation netumbo nandi ndaitwah russia news
Boehner 'baffled' by Israeli spying report,REAL,1,boehner baffle israeli spy report
12 and 63-minute videos: Donald Trump connects to false flag targeting Muslims. Did you really think our ‘masters’ offer anything other than false choice between Left and Right arms of a .01% US rogue state?,FAKE,0,minute videos donald trump connect false flag target muslims really think master offer anything false choice leave right arm rogue state
Tribute to the Last Honorable US Senator: The Story of Paul Wellstone’s Suspected Assassination,FAKE,0,tribute last honorable senator story paul wellstone suspect assassination
There’s a good reason protesters at the University of Missouri didn’t want the media around,REAL,1,good reason protesters university missouri want media around
Putin: Crimean Integration Into Russian Legal Framework Goes Forward,FAKE,0,putin crimean integration russian legal framework forward
Comment on 10 Strange Facts About Our Presidents by tania de saram,FAKE,0,comment strange facts presidents tania saram
French Political Leader: “France is about to Enter a Holy War with Islam” – “Embrace Christianity… Never Accept the Religion of Satan”,FAKE,0,french political leader france enter holy war islam embrace christianity never accept religion satan
Matt Bevin is the next governor of Kentucky. He has President Obama to thank.,REAL,1,matt bevin next governor kentucky president obama thank
"Fear of Trump sparking a surge in citizenship, voter applications",REAL,1,fear trump spark surge citizenship voter applications
Dr. Duke and Andrew Anglin discuss the most important vote and election of our lives!,FAKE,0,duke andrew anglin discuss important vote election live
John Roberts helps overthrow the Constitution,REAL,1,john roberts help overthrow constitution
Poll gives Biden edge over Clinton against GOP candidates; VP meets with Trumka,REAL,1,poll give biden edge clinton gop candidates meet trumka
UN’s Yemen Peace Plan Would Sideline Former President Hadi,FAKE,0,yemen peace plan would sideline former president hadi
Pope Francis’ address to Congress: what it means for six Catholic lawmakers (+video),REAL,1,pope francis address congress mean six catholic lawmakers video
Kasich: ‘My Republican Party doesn’t like ideas’,REAL,1,kasich republican party like ideas
Experts Speechless! Countless People Miraculously Relieved of Serious Illness & Diseases-Must See!,FAKE,0,experts speechless countless people miraculously relieve serious illness diseases must see
What does Rick Perry have?,REAL,1,rick perry
"Minnesota Man Arrested, Sentenced to 6-Months in Jail for Having a Windmill On His Property",FAKE,0,minnesota man arrest sentence months jail windmill property
"This is tyranny not democracy, says party with single MP",FAKE,0,tyranny democracy say party single
Re: DePaul: “Unborn Lives Matter” Posters Are Veiled Bigotry,FAKE,0,depaul unborn live matter posters veil bigotry
Bill Clinton’s Lover: He Called Ruthless Hillary ‘The Warden’,FAKE,0,bill clinton lover call ruthless hillary warden
Did You Notice Anything Different In The MSM Lately?,FAKE,0,notice anything different msm lately
BOMBSHELL: Hillary Clinton’s Leaked Audio Proves She Rigs Elections,FAKE,0,bombshell hillary clinton leak audio prove rig elections
Rubio reignites Cuba debate with Senate hearing,REAL,1,rubio reignite cuba debate senate hear
Lester Holt: presidential debate moderator and proven fact-checker,REAL,1,lester holt presidential debate moderator prove fact checker
Patriots Day 2015: Boston does not stand alone,REAL,1,patriots day 2015 boston stand alone
| Man whose son was killed by illegal immigrant files two suits against feds,FAKE,0,man whose son kill illegal immigrant file two suit feds
Mitt Romney to give big speech on 2016 race. Joining #NeverTrump? (+video),REAL,1,mitt romney give big speech 2016 race join nevertrump video
Is there any way Obama can fill Supreme Court vacancy?,REAL,1,way obama fill supreme court vacancy
"Saudi Arabia's King Abdullah was incremental reformer, US ally (+video)",REAL,1,saudi arabia king abdullah incremental reformer ally video
"Re: The U.S. Will Lose Global Reserve Status, Expect 80-90% Devaluation Of the U.S. Dollar",FAKE,0,lose global reserve status expect devaluation dollar
How The Oligarchs Plan To Steal The Election,FAKE,0,oligarchs plan steal election
GOP insiders: It was a rough night for Ted Cruz,REAL,1,gop insiders rough night ted cruz
"Space Wars Likely In The Future As US, Russia Develop Satellite Weapons",FAKE,0,space war likely future russia develop satellite weapons
Donald Trump is blatantly racist — and the media is too scared to call him out on it,REAL,1,donald trump blatantly racist media scar call
Can Donald Trump recover from this?,REAL,1,donald trump recover
The She-Devil,FAKE,0,devil
Can Hillary rebuild her campaign with an upbeat message? And will anyone even notice?,REAL,1,hillary rebuild campaign upbeat message anyone even notice
The Democrats aren’t doomed: What I learned from Bernie delegates in Philadelphia,REAL,1,democrats doom learn bernie delegate philadelphia
The US Elections Do Matter But Not Necessary To Follow Them – Sheikh Imran Hosein,FAKE,0,elections matter necessary follow sheikh imran hosein
Enrique Marquez: I got rifles for San Bernardino killer,REAL,1,enrique marquez get rifle san bernardino killer
Project Veritas: Scott Foval Reveals Who Was Really Behind the Romney 47% Video,FAKE,0,project veritas scott foval reveal really behind romney video
Donald Trump Begs Hillary Clinton Early Voters to Change Their Votes,FAKE,0,donald trump beg hillary clinton early voters change vote
Family of Armed Robbery Suspect Outraged Pizza Hut Employee Shot & Killed Their Son,FAKE,0,family arm robbery suspect outrage pizza hut employee shoot kill son
Abortion bill dropped amid concerns of female GOP lawmakers,REAL,1,abortion bill drop amid concern female gop lawmakers
'Racist and sexist’ complaints against Aussie lamb advert rejected,FAKE,0,racist sexist complaints aussie lamb advert reject
Outsider campaigns seek inside track,REAL,1,outsider campaign seek inside track
Pentagon Seeks Another $6 Billion for Overseas Troop Deployments,FAKE,0,pentagon seek another billion overseas troop deployments
The Most Interesting Chart In The World – Part 2,FAKE,0,interest chart world part
"Spy Scandals, Globalism and the Betrayal of America",FAKE,0,spy scandals globalism betrayal america
John Oliver’s Smear Tactics Exposed As Establishment Propaganda,FAKE,0,john oliver smear tactics expose establishment propaganda
Can Sanders' millennials switch to Clinton?,REAL,1,sanders millennials switch clinton
Bernie Sanders Has Strength Among White Men Pinched By The Economy,REAL,1,bernie sanders strength among white men pinch economy
Standing Rock Indian Reservation: Thousands Of Wild Buffalo Appear Out Of Nowhere,FAKE,0,stand rock indian reservation thousands wild buffalo appear nowhere
Western “Culture” is Wrecking Entire Continents,FAKE,0,western culture wreck entire continents
"Scalia, Thomas & Alito have totally lost it: The complete and utter incoherence of the conservative Supreme Court justices",REAL,1,scalia thomas alito totally lose complete utter incoherence conservative supreme court justices
ISIS: Mortal Threat Or Paper Tiger?,FAKE,0,isis mortal threat paper tiger
Someone left a funny note asking the postman to move a spider,FAKE,0,someone leave funny note ask postman move spider
"In rare foreign trip, Assad flies to Moscow to meet with Putin",REAL,1,rare foreign trip assad fly moscow meet putin
Former ‘Apprentice’ contestant accuses Trump of groping her during job meeting,REAL,1,former apprentice contestant accuse trump grope job meet
Hispanic Crowd Boos Marco Rubio off Stage,FAKE,0,hispanic crowd boo marco rubio stage
High Court Judges looking for a Truss to support them. More soon.,FAKE,0,high court judge look truss support soon
"Trump's lean campaign machine relying mostly on donor cash, not his own",REAL,1,trump lean campaign machine rely mostly donor cash
P. Parenthood Chief Goes Toe-to-Toe with Attackers,REAL,1,parenthood chief toe toe attackers
New Poll: Americans Feel Less Safe After 15 Years Of War,FAKE,0,new poll americans feel less safe years war
"If Clinton Campaign Believes WikiLeaks Emails Are Forged, Why Don’t They Prove It!?",FAKE,0,clinton campaign believe wikileaks email forge prove
Justice Department Launches Civil Rights Probe Of Baltimore Police,REAL,1,justice department launch civil right probe baltimore police
Obama Meets Boy After Deplorable Trump Fans Attack His Wheelchair When He’s Removed From Rally,FAKE,0,obama meet boy deplorable trump fan attack wheelchair remove rally
“Honor Our Immigrant Veterans” Replayed,FAKE,0,honor immigrant veterans replay
Laura Ingraham: The Trump betrayal by Republican elites won't soon be forgotten,REAL,1,laura ingraham trump betrayal republican elites win soon forget
Trump Supporter Jailed for Trying to Rig the Election By Committing Voter Fraud,FAKE,0,trump supporter jail try rig election commit voter fraud
"Sanders wins in Wisconsin, keeping alive his improbable bid for the nomination",REAL,1,sanders win wisconsin keep alive improbable bid nomination
The unexpected and ingenious strategy of Obama's second term,REAL,1,unexpected ingenious strategy obama second term
Help Blow Up the Globalists Plot to Steal the Presidency- Make This Go Viral,FAKE,0,help blow globalists plot steal presidency make viral
Biggest Election Fraud In History Discovered In The United States,FAKE,0,biggest election fraud history discover unite state
South Carolina primary brings high stakes for Marco Rubio and Jeb Bush,REAL,1,south carolina primary bring high stake marco rubio jeb bush
Duterte Calls US Admin ‘Monkeys’ for Halting Arms Sales,FAKE,0,duterte call admin monkey halt arm sales
"Slow start for program to reduce vets' waits at Veterans Affairs facilities, offer private medical care",REAL,1,slow start program reduce vet wait veterans affairs facilities offer private medical care
Malaysia to Buy Ships From China in Another Blow to US Regional Dominance,FAKE,0,malaysia buy ship china another blow regional dominance
Vladimir Putin Condemns Europe for Upholding Child Rape (Video) - Ricky Twisdale,FAKE,0,vladimir putin condemn europe uphold child rape video ricky twisdale
Is This A New Escalation? BLACK Chemtrails Reported Around The World!,FAKE,0,new escalation black chemtrails report around world
BREAKING : Trump BEATING “Federal Investigation Hillary” by 4% in Michigan’s Absentee Voting – TruthFeed,FAKE,0,break trump beat federal investigation hillary michigan absentee vote truthfeed
Harry Reid: Obama to Name Scalia Replacement in 3 Weeks,REAL,1,harry reid obama name scalia replacement weeks
"Amid campaign troubles, Trump blasts Clinton as 'world-class liar'",REAL,1,amid campaign trouble trump blast clinton world class liar
"Mitt Romney: Donald Trump is a 'phony, a fraud'",REAL,1,mitt romney donald trump phony fraud
'We the People' is at risk: Why America needs civics education,REAL,1,people risk america need civics education
"‘Like Warsaw ghetto’: Attendees attacked, surrounded at Israeli speaker event at London university",FAKE,0,like warsaw ghetto attendees attack surround israeli speaker event london university
"Comment on St. Charles Borromeo, Patron Saint of Catechists and Seminarians by jose",FAKE,0,comment charles borromeo patron saint catechists seminarians jose
NSA program reportedly helped US gather evidence against North Korea in Sony hack,REAL,1,nsa program reportedly help gather evidence north korea sony hack
"Donald Trump triumphs in Michigan and Mississippi. Onward, reality show junkies",REAL,1,donald trump triumph michigan mississippi onward reality show junkies
"What happens to delegates won by Rubio, other ex-candidates?",REAL,1,happen delegate win rubio candidates
Sniff your underarms and tell us if you stink...,FAKE,0,sniff underarms tell stink
Must Watch: When People Laughed At Donald Trump And Anyone Who Said He Would Win,FAKE,0,must watch people laugh donald trump anyone say would win
"Mired in third, Marco Rubio prepares for a long, drawn-out Republican race",REAL,1,mire third marco rubio prepare long draw republican race
Comment on Facebook Daughter’s Day Hoax Is A Sign Of The Times by para kazanmak,FAKE,0,comment facebook daughter day hoax sign time para kazanmak
The Last Confirmation Bias Test of This Election,FAKE,0,last confirmation bias test election
Donald Trump v Bernie Sanders: confusion reigns over possible debate,REAL,1,donald trump bernie sanders confusion reign possible debate
Unprecedented letter from Chair of Joint Chiefs suggests U.S. military does not want a President Hillary,FAKE,0,unprecedented letter chair joint chiefs suggest military want president hillary
North Dakota Police Arrest Over 140 Pipeline Protesters,FAKE,0,north dakota police arrest 140 pipeline protesters
Paul: Christie embraces Obamacare,REAL,1,paul christie embrace obamacare
Ooh Fuck,FAKE,0,ooh fuck
"The American Way: Socialism for the Rich, Free Enterprise for the Rest",FAKE,0,american way socialism rich free enterprise rest
BREAKING: Trump Rushed Off Stage After Alleged Gunman Found in Rally Audience,FAKE,0,break trump rush stage allege gunman find rally audience
"FBI Assistant Director Goes Rogue, Stabs Hillary in the Back on National TV",FAKE,0,fbi assistant director rogue stab hillary back national
Photo of the day: Miss Russia at the international beauty contest in Tokyo,FAKE,0,photo day miss russia international beauty contest tokyo
Congressional auditors: VA health care is high-risk,REAL,1,congressional auditors health care high risk
"Leaked Email: ‘If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years’",FAKE,0,leak email win hillary supreme court next years
"Iowa’s Des Moines Register endorses Clinton, Rubio",REAL,1,iowa des moines register endorse clinton rubio
Economic Nationalism: Alternative To Globalism,FAKE,0,economic nationalism alternative globalism
Experts Just Uncovered The Top Secret Server Trump Uses To Talk To Russia,FAKE,0,experts uncover top secret server trump use talk russia
White House looks to scientists to sell Iran deal,REAL,1,white house look scientists sell iran deal
GOP debate: 's Reality Check Team inspects claims,REAL,1,gop debate reality check team inspect claim
Travel: Conor McGregor’s Guide To New York,FAKE,0,travel conor mcgregor guide new york
Lawmakers Who Have Forgotten Iraq Insist They're Right About Iran,REAL,1,lawmakers forget iraq insist right iran
"Kiev officials forced to declare incomes, Ukrainians threaten revolt",FAKE,0,kiev officials force declare incomes ukrainians threaten revolt
Congress and its 'outsiders': The critical struggle over who is really in charge,REAL,1,congress outsiders critical struggle really charge
"Walnuts Are Drugs, Says FDA",FAKE,0,walnuts drug say fda
Hotel CEO Caught Celebrating Using Government to Make Airbnb Illegal So They Can Price Gouge,FAKE,0,hotel ceo catch celebrate use government make airbnb illegal price gouge
Sanders: Democratic Party hasn't been fair to me,REAL,1,sanders democratic party fair
"Bobby Jindal, raised Hindu, uses story of Christian conversion to woo evangelicals for potential 2016 bid",REAL,1,bobby jindal raise hindu use story christian conversion woo evangelicals potential 2016 bid
Conservatives in a meltdown: National Review’s confused “Against Trump” issue is an amazing testament to the right’s implosion,REAL,1,conservatives meltdown national review confuse trump issue amaze testament right implosion
"Reinventing Democracy in America Starts by Voting, Then Building an Accountability Movement",FAKE,0,reinvent democracy america start vote build accountability movement
PressTV-Huge blast kills 47 in Pakistan's Balochistan,FAKE,0,presstv huge blast kill pakistan balochistan
"What is an ""income"" tax and where did it come from? NOT the 16th Amendment!",FAKE,0,income tax come 16th amendment
Will Latino loathing of Trump drive a voter movement to swing the election?,REAL,1,latino loathe trump drive voter movement swing election
Drudge goes all in for Trump,REAL,1,drudge trump
New Study Shows Riots Make America Conservative,REAL,1,new study show riot make america conservative
21 dead at Radison Blu hotel in Mali,REAL,1,dead radison blu hotel mali
The Reopening Of The Clinton Email Investigation Is More GOP Hype Over Nothing,FAKE,0,reopen clinton email investigation gop hype nothing
"Anti-terrorism crackdowns may have spurred attackers, Belgian prosecutor says",REAL,1,anti terrorism crackdowns may spur attackers belgian prosecutor say
"United States – reformation or fracture?, by Thierry Meyssan",FAKE,0,unite state reformation fracture thierry meyssan
British PM Refuses To Withdraw Support For Saudi Arabia,FAKE,0,british refuse withdraw support saudi arabia
Editorial: Presidential stakes are high for nuclear arsenal - The Boston Globe,REAL,1,editorial presidential stake high nuclear arsenal boston globe
Proof God is on Duterte’s Side!,FAKE,0,proof god duterte side
"Obama, Erdogan Discuss Need for Close Cooperation to Counter Daesh",FAKE,0,obama erdogan discuss need close cooperation counter daesh
Voter Dreading Being Sent Over To Visibly Stupid Poll Worker - The Onion - America's Finest News Source,FAKE,0,voter dread send visibly stupid poll worker onion america finest news source
North Korea Threatens ‘Sacred’ Nuclear War Against Israel if this country continue supporting ISIS,FAKE,0,north korea threaten sacred nuclear war israel country continue support isis
Magnificent Jellyfish Gardens Purify The Water While Growing Food,FAKE,0,magnificent jellyfish garden purify water grow food
Here's why creating single-payer health care in America is so hard,REAL,1,create single payer health care america hard
Why Koch and Republican donor network won’t back Trump (+video),REAL,1,koch republican donor network win back trump video
The Iran Deal and the Cost of Political Polarization | RealClearPolitics,REAL,1,iran deal cost political polarization realclearpolitics
A Book Too Dangerous To Read,FAKE,0,book dangerous read
Gowdy reveals subpoena Clinton claims she 'never had',REAL,1,gowdy reveal subpoena clinton claim never
"Walgreens to close 200 stores, boost cost cutting",REAL,1,walgreens close 200 store boost cost cut
"This Will END Hillary’s Campaign, HILLARY CLINTON IS GOING DOWN",FAKE,0,end hillary campaign hillary clinton
"US Officials, FBI See No Link Between Trump and Russia",FAKE,0,officials fbi see link trump russia
‘They Don’t Speak For Me’ — Evangelical PhD SLAMS Religious Right Leaders Supporting Trump,FAKE,0,speak evangelical phd slam religious right leaders support trump
Teacher sickout closes most Detroit schools Monday,REAL,1,teacher sickout close detroit school monday
Anyone from the family who can understand what I speak will be appointed as UP CM: Mulayam Singh,FAKE,0,anyone family understand speak appoint mulayam singh
"Unsurprisingly, this Ku Klux Klan leaflet has a spelling mistake",FAKE,0,unsurprisingly klux klan leaflet spell mistake
"American Dream, Revisited",FAKE,0,american dream revisit
Lynch's delayed confirmation vote,REAL,1,lynch delay confirmation vote
Benny Morris’s Untenable Denial of the Ethnic Cleansing of Palestine,FAKE,0,benny morris untenable denial ethnic cleanse palestine
Cloudy economy rains on Obama's parade,REAL,1,cloudy economy rain obama parade
GOOGLE head Eric Schmidt's secret strategic plan for election...,FAKE,0,google head eric schmidt secret strategic plan election
"High school, middle school kids now use more e-cigs than tobacco: CDC",REAL,1,high school middle school kid use cigs tobacco cdc
"Sanders focuses on gun violence, immigration as 13,000 attend Arizona rally",REAL,1,sanders focus gun violence immigration 000 attend arizona rally
What happened to Carly Fiorina's presidential hopes? (+video),REAL,1,happen carly fiorina presidential hop video
"Cruz dominates, Trump falls short again as more states pick delegates",REAL,1,cruz dominate trump fall short state pick delegate
"Racism is “America’s original sin”: Unless we tell the truth about our history, we’ll never find the way to reconciliation",REAL,1,racism america original sin unless tell truth history never find way reconciliation
Kevin McCarthy is a total dope: This bumbling yahoo is about to be second in line to the presidency,REAL,1,kevin mccarthy total dope bumble yahoo second line presidency
Kp Message 10-30-16… “A Few Things”,FAKE,0,message things
Top Clinton aide Mills reportedly walks out of FBI interview about emails,REAL,1,top clinton aide mill reportedly walk fbi interview email
'America Has Lost' in the Philippines as Duterte Calls for Alliance with Russia and China - Pepe Escobar,FAKE,0,america lose philippines duterte call alliance russia china pepe escobar
California's Death Penalty: Mike Ramos v. Kevin Cooper and Proposition 62,FAKE,0,california death penalty mike ramos kevin cooper proposition
The quiet global crisis that scares the State Department,REAL,1,quiet global crisis scar state department
Camden Yards briefly closed off as Freddie Gray protests intensify in Baltimore,REAL,1,camden yards briefly close freddie gray protest intensify baltimore
8 Things Congress Actually Did This Year,REAL,1,things congress actually year
Olivia Newton John's Daughter Is Vocal About Plastic Surgery Addiction...Here Are the Family Photos She Doesn't Show - Independent Journal Review,FAKE,0,olivia newton john daughter vocal plastic surgery addiction family photos show independent journal review
